,block,street_name,latitude,longitude
1982,770,BEDOK RESERVOIR VIEW,,
1983,183,BEDOK NTH RD,,
1984,221A,BEDOK CTRL,,
1985,182,BEDOK NTH RD,,
1986,114,LENGKONG TIGA,,
1987,221C,BEDOK CTRL,,
1988,604,BEDOK RESERVOIR RD,,
1989,140,BEDOK RESERVOIR RD,,
1990,146,BEDOK RESERVOIR RD,,
1991,711,BEDOK RESERVOIR RD,,
1992,139,BEDOK NTH AVE 3,,
1993,99,BEDOK NTH AVE 4,,
1994,552,BEDOK NTH AVE 1,,
1995,645,JLN TENAGA,,
1996,656,JLN TENAGA,,
1997,33,CHAI CHEE AVE,,
1998,407,BEDOK NTH AVE 3,,
1999,72,BEDOK STH AVE 3,,
2000,61,NEW UPP CHANGI RD,,
2001,636,BEDOK RESERVOIR RD,,
2002,661,JLN DAMAI,,
2003,29A,CHAI CHEE AVE,,
2004,23,SIN MING RD,,
2005,24,SIN MING RD,,
2006,406,SIN MING AVE,,
2007,146,BISHAN ST 11,,
2008,272,BISHAN ST 24,,
2009,443,SIN MING AVE,,
2010,107,BISHAN ST 12,,
2011,113,BISHAN ST 12,,
2012,153,BISHAN ST 13,,
2013,123,BISHAN ST 12,,
2014,445,SIN MING AVE,,
2015,114,BISHAN ST 12,,
2016,191,BISHAN ST 13,,
2017,256,BISHAN ST 22,,
2018,189,BISHAN ST 13,,
2019,195,BISHAN ST 13,,
2020,503,BISHAN ST 11,,
2021,135,BISHAN ST 12,,
2022,157,BISHAN ST 13,,
2023,444,SIN MING AVE,,
2024,228,BISHAN ST 23,,
2025,290,BISHAN ST 24,,
2026,179,BISHAN ST 13,,
2027,238,BISHAN ST 22,,
2028,245,BISHAN ST 22,,
2029,186,BISHAN ST 13,,
2030,420,BT BATOK WEST AVE 2,,
2031,267,BT BATOK EAST AVE 4,,
2032,523,BT BATOK ST 52,,
2033,283,BT BATOK EAST AVE 3,,
2034,271,BT BATOK EAST AVE 4,,
2035,272,BT BATOK EAST AVE 4,,
2036,316,BT BATOK ST 32,,
2037,160,BT BATOK ST 11,,
2038,229,BT BATOK EAST AVE 3,,
2039,417,BT BATOK WEST AVE 4,,
2040,175,BT BATOK WEST AVE 8,,
2041,180,BT BATOK WEST AVE 8,,
2042,321,BT BATOK ST 33,,
2043,409,BT BATOK WEST AVE 4,,
2044,161,BT BATOK ST 11,,
2045,225,BT BATOK CTRL,,
2046,363,BT BATOK ST 31,,
2047,233,BT BATOK EAST AVE 5,,
2048,164,BT BATOK ST 11,,
2049,231,BT BATOK EAST AVE 5,,
2050,238,BT BATOK EAST AVE 5,,
2051,258,BT BATOK EAST AVE 4,,
2052,207,BT BATOK ST 21,,
2053,311,BT BATOK ST 32,,
2054,510,BT BATOK ST 52,,
2055,333,BT BATOK ST 32,,
2056,146,BT BATOK WEST AVE 6,,
2057,148,BT BATOK WEST AVE 6,,
2058,105,BT BATOK CTRL,,
2059,302,BT BATOK ST 31,,
2060,337,BT BATOK ST 34,,
2061,313,BT BATOK ST 32,,
2062,288D,BT BATOK ST 25,,
2063,266,BT BATOK EAST AVE 4,,
2064,392,BT BATOK WEST AVE 5,,
2065,291A,BT BATOK ST 24,,
2066,367,BT BATOK ST 31,,
2067,108,BT BATOK WEST AVE 6,,
2068,290E,BT BATOK ST 24,,
2069,383,BT BATOK WEST AVE 5,,
2070,201,BT BATOK ST 21,,
2071,290F,BT BATOK ST 24,,
2072,291E,BT BATOK ST 24,,
2073,419,BT BATOK WEST AVE 2,,
2074,191,BT BATOK WEST AVE 6,,
2075,189,BT BATOK WEST AVE 6,,
2076,390,BT BATOK WEST AVE 5,,
2077,297,BT BATOK ST 22,,
2078,286,BT BATOK EAST AVE 3,,
2079,110,BT BATOK WEST AVE 6,,
2080,402,BT BATOK WEST AVE 7,,
2081,406,BT BATOK WEST AVE 7,,
2082,526,BT BATOK ST 51,,
2083,140,BT BATOK ST 11,,
2084,7,TELOK BLANGAH CRES,,
2085,8,TELOK BLANGAH CRES,,
2086,42,TELOK BLANGAH RISE,,
2087,43,TELOK BLANGAH RISE,,
2088,28,HOY FATT RD,,
2089,138,JLN BT MERAH,,
2090,86,REDHILL CL,,
2091,31,TELOK BLANGAH RISE,,
2092,1,TELOK BLANGAH CRES,,
2093,30,TELOK BLANGAH RISE,,
2094,14,TAMAN HO SWEE,,
2095,46,JLN BT HO SWEE,,
2096,22,TELOK BLANGAH CRES,,
2097,148,SILAT AVE,,
2098,62,TELOK BLANGAH HTS,,
2099,128,BT MERAH VIEW,,
2100,1A,CANTONMENT RD,,
2101,5,EVERTON PK,,
2102,2,EVERTON PK,,
2103,55,HAVELOCK RD,,
2104,26D,JLN MEMBINA,,
2105,51,LENGKOK BAHRU,,
2106,65,TELOK BLANGAH DR,,
2107,54,LENGKOK BAHRU,,
2108,108,JLN BT MERAH,,
2109,40,JLN RUMAH TINGGI,,
2110,8,JLN RUMAH TINGGI,,
2111,12,JLN BT MERAH,,
2112,18,CANTONMENT CL,,
2113,75B,REDHILL RD,,
2114,13,CANTONMENT CL,,
2115,120A,KIM TIAN PL,,
2116,6A,BOON TIONG RD,,
2117,126C,KIM TIAN RD,,
2118,73,TELOK BLANGAH HTS,,
2119,117,BT MERAH CTRL,1.28365235024006,103.815411052175
2120,104A,DEPOT RD,,
2121,103B,DEPOT RD,,
2122,112B,DEPOT RD,,
2123,9,JLN RUMAH TINGGI,,
2124,2,DELTA AVE,,
2125,9,CANTONMENT CL,,
2126,70,REDHILL CL,,
2127,118B,JLN MEMBINA,,
2128,131,CASHEW RD,,
2129,229,PENDING RD,,
2130,109,GANGSA RD,,
2131,137,PETIR RD,,
2132,143,PETIR RD,,
2133,257,BANGKIT RD,,
2134,611,BT PANJANG RING RD,,
2135,512,JELAPANG RD,,
2136,221,PENDING RD,,
2137,145,PETIR RD,,
2138,477,SEGAR RD,,
2139,504,JELAPANG RD,,
2140,216,PETIR RD,,
2141,525,JELAPANG RD,,
2142,630,SENJA RD,,
2143,166,GANGSA RD,,
2144,457,SEGAR RD,,
2145,170,GANGSA RD,,
2146,178,LOMPANG RD,,
2147,163,GANGSA RD,,
2148,181,JELEBU RD,,
2149,483,SEGAR RD,,
2150,136,PETIR RD,,
2151,481,SEGAR RD,,
2152,608,SENJA RD,,
2153,173,GANGSA RD,,
2154,183,JELEBU RD,,
2155,470,SEGAR RD,,
2156,130,CASHEW RD,,
2157,527,JELAPANG RD,,
2158,542,JELAPANG RD,,
2159,8,EMPRESS RD,,
2160,18,TOH YI DR,,
2161,6,FARRER RD,,
2162,11,TOH YI DR,,
2163,10,JLN KUKOH,,
2164,34,UPP CROSS ST,,
2165,2,TG PAGAR PLAZA,,
2166,533,UPP CROSS ST,,
2167,3,TG PAGAR PLAZA,,
2168,269B,QUEEN ST,,
2169,632,VEERASAMY RD,,
2170,1G,CANTONMENT RD,,
2171,10,TECK WHYE AVE,,
2172,442,CHOA CHU KANG AVE 4,,
2173,688A,CHOA CHU KANG DR,,
2174,17,TECK WHYE LANE,,
2175,542,CHOA CHU KANG ST 52,,
2176,297A,CHOA CHU KANG AVE 2,,
2177,456,CHOA CHU KANG AVE 4,,
2178,484A,CHOA CHU KANG AVE 5,,
2179,20,TECK WHYE LANE,,
2180,470,CHOA CHU KANG AVE 3,,
2181,485,CHOA CHU KANG AVE 5,,
2182,427,CHOA CHU KANG AVE 4,,
2183,471,CHOA CHU KANG AVE 3,,
2184,673A,CHOA CHU KANG CRES,,
2185,441,CHOA CHU KANG AVE 4,,
2186,687B,CHOA CHU KANG DR,,
2187,465,CHOA CHU KANG AVE 4,,
2188,681,CHOA CHU KANG CRES,,
2189,219,CHOA CHU KANG CTRL,,
2190,217,CHOA CHU KANG CTRL,,
2191,627,CHOA CHU KANG ST 62,1.39793012120062,103.746086127522
2192,642,CHOA CHU KANG ST 64,,
2193,639,CHOA CHU KANG ST 64,,
2194,501,CHOA CHU KANG ST 51,,
2195,224,CHOA CHU KANG CTRL,,
2196,702,CHOA CHU KANG ST 53,,
2197,690C,CHOA CHU KANG CRES,,
2198,686D,CHOA CHU KANG CRES,,
2199,670,CHOA CHU KANG CRES,,
2200,154,JLN TECK WHYE,,
2201,656,CHOA CHU KANG CRES,,
2202,752,CHOA CHU KANG NTH 5,,
2203,562,CHOA CHU KANG ST 52,,
2204,641,CHOA CHU KANG ST 64,,
2205,632,CHOA CHU KANG NTH 6,,
2206,792,CHOA CHU KANG NTH 6,,
2207,618,CHOA CHU KANG NTH 7,,
2208,133,TECK WHYE LANE,,
2209,606,CHOA CHU KANG ST 62,,
2210,164,JLN TECK WHYE,,
2211,287,CHOA CHU KANG AVE 2,,
2212,448,CHOA CHU KANG AVE 4,,
2213,768,CHOA CHU KANG ST 54,,
2214,711,CLEMENTI WEST ST 2,,
2215,701,WEST COAST RD,,
2216,508,WEST COAST DR,,
2217,335,CLEMENTI AVE 2,,
2218,343,CLEMENTI AVE 5,,
2219,365,CLEMENTI AVE 2,,
2220,341,CLEMENTI AVE 5,,
2221,366,CLEMENTI AVE 2,,
2222,608,CLEMENTI WEST ST 1,,
2223,506,WEST COAST DR,,
2224,610,CLEMENTI WEST ST 1,,
2225,707,CLEMENTI WEST ST 2,,
2226,609,CLEMENTI WEST ST 1,,
2227,205,CLEMENTI AVE 6,,
2228,347,CLEMENTI AVE 5,,
2229,379,CLEMENTI AVE 5,,
2230,316,CLEMENTI AVE 4,,
2231,317,CLEMENTI AVE 4,,
2232,421,CLEMENTI AVE 1,,
2233,424,CLEMENTI AVE 1,,
2234,605,CLEMENTI WEST ST 1,,
2235,414,C'WEALTH AVE WEST,,
2236,337,CLEMENTI AVE 2,,
2237,458,CLEMENTI AVE 3,,
2238,416,CLEMENTI AVE 1,,
2239,115,CLEMENTI ST 13,,
2240,116,CLEMENTI ST 13,1.32411253933745,103.771925036203
2241,87,CIRCUIT RD,,
2242,19,BALAM RD,,
2243,60,CIRCUIT RD,,
2244,48,CIRCUIT RD,,
2245,38,CIRCUIT RD,,
2246,25,EUNOS CRES,,
2247,62,CIRCUIT RD,,
2248,305,UBI AVE 1,,
2249,108,ALJUNIED CRES,,
2250,124,GEYLANG EAST AVE 1,,
2251,31,EUNOS CRES,,
2252,348,UBI AVE 1,,
2253,314,UBI AVE 1,,
2254,351,UBI AVE 1,,
2255,43A,SIMS DR,,
2256,107,ALJUNIED CRES,,
2257,32,CASSIA CRES,,
2258,34,CASSIA CRES,,
2259,3A,GEYLANG SERAI,,
2260,35,EUNOS CRES,,
2261,2B,GEYLANG SERAI,,
2262,39,JLN TIGA,1.32143516378544,103.924364878059
2263,45,JLN TIGA,,
2264,125,ALJUNIED RD,,
2265,50,SIMS DR,,
2266,56,PIPIT RD,,
2267,23,HAIG RD,,
2268,1,HOUGANG AVE 3,,
2269,6,HOUGANG AVE 3,,
2270,114,HOUGANG AVE 1,,
2271,327,HOUGANG AVE 5,,
2272,660,HOUGANG AVE 8,,
2273,17,HOUGANG AVE 3,,
2274,653,HOUGANG AVE 8,,
2275,309,HOUGANG AVE 5,,
2276,19,HOUGANG AVE 3,,
2277,688,HOUGANG ST 61,,
2278,117,HOUGANG AVE 1,,
2279,123,HOUGANG AVE 1,,
2280,401,HOUGANG AVE 10,,
2281,528,HOUGANG AVE 6,,
2282,523,HOUGANG AVE 6,1.37372091177119,103.890706989878
2283,944,HOUGANG ST 92,,
2284,607,HOUGANG AVE 4,,
2285,532,HOUGANG AVE 6,,
2286,711,HOUGANG AVE 2,,
2287,980A,BUANGKOK CRES,,
2288,101,HOUGANG AVE 1,,
2289,402,HOUGANG AVE 10,,
2290,650,HOUGANG AVE 8,,
2291,551,HOUGANG ST 51,,
2292,925,HOUGANG ST 91,,
2293,242,HOUGANG ST 22,,
2294,981A,BUANGKOK CRES,,
2295,20,HOUGANG AVE 3,,
2296,943,HOUGANG ST 92,,
2297,976,HOUGANG ST 91,,
2298,979A,BUANGKOK CRES,,
2299,661,HOUGANG AVE 4,,
2300,567,HOUGANG ST 51,,
2301,166,HOUGANG AVE 1,,
2302,138,LOR AH SOO,,
2303,550,HOUGANG ST 51,,
2304,629,HOUGANG AVE 8,,
2305,143,LOR AH SOO,,
2306,134,LOR AH SOO,,
2307,433,HOUGANG AVE 8,,
2308,580,HOUGANG AVE 4,,
2309,575,HOUGANG ST 51,,
2310,630,HOUGANG AVE 8,,
2311,624,HOUGANG AVE 8,,
2312,921,HOUGANG ST 91,,
2313,542,HOUGANG AVE 8,,
2314,946,HOUGANG ST 92,,
2315,699,HOUGANG ST 52,,
2316,158,HOUGANG ST 11,,
2317,233,HOUGANG ST 21,,
2318,231,HOUGANG ST 21,,
2319,577,HOUGANG AVE 4,,
2320,563,HOUGANG ST 51,,
2321,960,HOUGANG AVE 9,,
2322,633,HOUGANG AVE 8,,
2323,157,HOUGANG ST 11,,
2324,698D,HOUGANG ST 52,,
2325,141,LOR AH SOO,,
2326,712,HOUGANG AVE 2,,
2327,558,HOUGANG ST 51,,
2328,431,HOUGANG AVE 6,,
2329,36,TEBAN GDNS RD,,
2330,261,JURONG EAST ST 24,,
2331,214,JURONG EAST ST 21,,
2332,215,JURONG EAST ST 21,,
2333,256,JURONG EAST ST 24,,
2334,306,JURONG EAST ST 32,,
2335,313,JURONG EAST ST 32,,
2336,248,JURONG EAST ST 24,,
2337,408,PANDAN GDNS,,
2338,409,PANDAN GDNS,,
2339,32,TEBAN GDNS RD,,
2340,332,JURONG EAST AVE 1,,
2341,221A,JURONG EAST ST 21,,
2342,305,JURONG EAST ST 32,,
2343,407,PANDAN GDNS,,
2344,64,TEBAN GDNS RD,,
2345,238,JURONG EAST ST 21,,
2346,406,PANDAN GDNS,,
2347,234,JURONG EAST ST 21,,
2348,331,JURONG EAST AVE 1,,
2349,288A,JURONG EAST ST 21,,
2350,285A,TOH GUAN RD,,
2351,214,BOON LAY PL,,
2352,492,JURONG WEST ST 41,,
2353,186,BOON LAY AVE,,
2354,187,BOON LAY AVE,,
2355,209,BOON LAY PL,,
2356,208,BOON LAY PL,,
2357,207,BOON LAY PL,,
2358,925,JURONG WEST ST 92,,
2359,463,JURONG WEST ST 41,,
2360,484,JURONG WEST AVE 1,,
2361,423,JURONG WEST AVE 1,,
2362,459,JURONG WEST ST 41,,
2363,525,JURONG WEST ST 52,,
2364,480,JURONG WEST ST 41,,
2365,489,JURONG WEST AVE 1,,
2366,535,JURONG WEST ST 52,,
2367,481,JURONG WEST ST 41,,
2368,528,JURONG WEST ST 52,,
2369,425,JURONG WEST AVE 1,,
2370,513,JURONG WEST ST 52,,
2371,339A,KANG CHING RD,,
2372,339D,KANG CHING RD,,
2373,338B,KANG CHING RD,,
2374,952,JURONG WEST ST 91,,
2375,724,JURONG WEST ST 72,,
2376,816,JURONG WEST ST 81,,
2377,526,JURONG WEST ST 52,1.34767189554903,103.717048366015
2378,941,JURONG WEST ST 91,,
2379,158,YUNG LOH RD,,
2380,847,JURONG WEST ST 81,,
2381,624,JURONG WEST ST 61,,
2382,764,JURONG WEST ST 74,,
2383,273D,JURONG WEST AVE 3,,
2384,759,JURONG WEST ST 74,,
2385,268A,BOON LAY DR,,
2386,413,JURONG WEST ST 42,,
2387,765,JURONG WEST ST 74,,
2388,555,JURONG WEST ST 42,,
2389,460,JURONG WEST ST 41,,
2390,727,JURONG WEST AVE 5,,
2391,337D,TAH CHING RD,,
2392,621,JURONG WEST ST 65,,
2393,458,JURONG WEST ST 41,,
2394,339B,KANG CHING RD,,
2395,659D,JURONG WEST ST 65,,
2396,663A,JURONG WEST ST 65,,
2397,475,JURONG WEST ST 41,,
2398,346,KANG CHING RD,,
2399,686C,JURONG WEST CTRL 1,,
2400,684C,JURONG WEST ST 64,,
2401,612,JURONG WEST ST 65,,
2402,510,JURONG WEST ST 52,,
2403,683B,JURONG WEST CTRL 1,,
2404,517D,JURONG WEST ST 52,,
2405,946,JURONG WEST ST 91,,
2406,840,JURONG WEST ST 81,,
2407,221,BOON LAY PL,,
2408,268C,BOON LAY DR,,
2409,426,JURONG WEST AVE 1,,
2410,276B,JURONG WEST AVE 3,,
2411,672A,JURONG WEST ST 65,,
2412,633,JURONG WEST ST 65,,
2413,201,BOON LAY DR,,
2414,832,JURONG WEST ST 81,,
2415,275A,JURONG WEST ST 25,,
2416,182,YUNG SHENG RD,,
2417,272D,JURONG WEST ST 24,,
2418,909,JURONG WEST ST 91,,
2419,658C,JURONG WEST ST 65,,
2420,987D,JURONG WEST ST 93,,
2421,184,YUNG SHENG RD,,
2422,359,YUNG AN RD,,
2423,654C,JURONG WEST ST 61,,
2424,635,JURONG WEST ST 65,,
2425,453,JURONG WEST ST 42,,
2426,467,JURONG WEST ST 41,,
2427,653C,JURONG WEST ST 61,,
2428,986C,JURONG WEST ST 93,,
2429,321,TAH CHING RD,,
2430,517E,JURONG WEST ST 52,,
2431,910,JURONG WEST ST 91,,
2432,830,JURONG WEST ST 81,,
2433,682A,JURONG WEST CTRL 1,,
2434,409,JURONG WEST ST 42,,
2435,656D,JURONG WEST ST 61,,
2436,556,JURONG WEST ST 42,,
2437,630,JURONG WEST ST 65,,
2438,151,YUNG HO RD,,
2439,469,JURONG WEST ST 41,,
2440,692,JURONG WEST CTRL 1,,
2441,8,JLN BATU,,
2442,33,JLN BAHAGIA,,
2443,72,GEYLANG BAHRU,,
2444,43,BENDEMEER RD,,
2445,98,WHAMPOA DR,,
2446,75,WHAMPOA DR,,
2447,8,ST. GEORGE'S LANE,,
2448,5,JLN BATU,,
2449,96,GEYLANG BAHRU,,
2450,2,BEACH RD,,
2451,53,JLN MA'MOR,,
2452,94,WHAMPOA DR,,
2453,83,WHAMPOA DR,,
2454,22,BOON KENG RD,,
2455,18,ST. GEORGE'S RD,,
2456,15,ST. GEORGE'S RD,,
2457,9,ST. GEORGE'S RD,,
2458,15,BEACH RD,,
2459,111,WHAMPOA RD,,
2460,60,GEYLANG BAHRU,,
2461,112,LOR 3 GEYLANG,,
2462,103,TOWNER RD,,
2463,6,BOON KENG RD,,
2464,14,UPP BOON KENG RD,,
2465,39A,BENDEMEER RD,,
2466,16,JLN TENTERAM,,
2467,56,GEYLANG BAHRU,,
2468,4B,ST. GEORGE'S LANE,,
2469,11,FARRER PK RD,,
2470,33,MARINE CRES,,
2471,31,MARINE CRES,,
2472,20,MARINE TER,,
2473,34,MARINE CRES,,
2474,54,MARINE TER,,
2475,17,MARINE TER,,
2476,29,MARINE CRES,,
2477,73,MARINE DR,,
2478,427,PASIR RIS DR 6,,
2479,142,PASIR RIS ST 11,,
2480,104,PASIR RIS ST 12,,
2481,751,PASIR RIS ST 71,,
2482,426,PASIR RIS DR 6,,
2483,118,PASIR RIS ST 11,,
2484,227,PASIR RIS ST 21,,
2485,257,PASIR RIS ST 21,,
2486,126,PASIR RIS ST 11,,
2487,127,PASIR RIS ST 11,,
2488,119,PASIR RIS ST 11,,
2489,481,PASIR RIS DR 4,,
2490,196,PASIR RIS ST 12,,
2491,213,PASIR RIS ST 21,,
2492,610,ELIAS RD,,
2493,117,PASIR RIS ST 11,,
2494,741,PASIR RIS ST 71,,
2495,483,PASIR RIS DR 4,,
2496,572,PASIR RIS ST 53,,
2497,573,PASIR RIS ST 53,,
2498,144,PASIR RIS ST 11,,
2499,149,PASIR RIS ST 13,,
2500,636,PASIR RIS DR 1,,
2501,557,PASIR RIS ST 51,,
2502,769,PASIR RIS ST 71,,
2503,764,PASIR RIS ST 71,,
2504,232,PASIR RIS DR 4,,
2505,763,PASIR RIS ST 71,,
2506,750,PASIR RIS ST 71,,
2507,770,PASIR RIS ST 71,,
2508,467,PASIR RIS DR 6,,
2509,554,PASIR RIS ST 51,,
2510,188,PASIR RIS ST 12,,
2511,191,PASIR RIS ST 12,,
2512,428,PASIR RIS DR 6,,
2513,630,PASIR RIS DR 3,,
2514,195,PASIR RIS ST 12,,
2515,552,PASIR RIS ST 51,,
2516,562,PASIR RIS ST 51,,
2517,613,ELIAS RD,,
2518,555,PASIR RIS ST 51,,
2519,571,PASIR RIS ST 53,,
2520,251,PASIR RIS ST 21,,
2521,156,PASIR RIS ST 13,,
2522,219,PASIR RIS ST 21,,
2523,208,PASIR RIS ST 21,,
2524,220,PASIR RIS ST 21,,
2525,224,PASIR RIS ST 21,,
2526,245,PASIR RIS ST 21,,
2527,500,PASIR RIS ST 52,,
2528,607,ELIAS RD,,
2529,646,PASIR RIS DR 10,,
2530,413,PASIR RIS DR 6,1.37268850051357,103.955507049257
2531,778,PASIR RIS ST 71,,
2532,422,PASIR RIS DR 6,,
2533,505,PASIR RIS ST 52,,
2534,534,PASIR RIS DR 1,,
2535,533,PASIR RIS DR 1,,
2536,601D,PUNGGOL CTRL,,
2537,306D,PUNGGOL DR,,
2538,306C,PUNGGOL PL,,
2539,195B,PUNGGOL RD,,
2540,296,PUNGGOL CTRL,,
2541,204B,PUNGGOL FIELD,,
2542,203A,PUNGGOL FIELD,,
2543,204A,PUNGGOL FIELD,,
2544,171A,EDGEDALE PLAINS,,
2545,642A,PUNGGOL DR,,
2546,116,EDGEFIELD PLAINS,,
2547,646,PUNGGOL CTRL,,
2548,648,PUNGGOL CTRL,,
2549,613B,PUNGGOL DR,,
2550,612B,PUNGGOL DR,,
2551,615C,EDGEFIELD PLAINS,,
2552,619C,PUNGGOL DR,,
2553,619A,PUNGGOL DR,,
2554,288B,PUNGGOL PL,,
2555,612C,PUNGGOL DR,,
2556,618C,PUNGGOL DR,,
2557,301A,PUNGGOL CTRL,,
2558,612A,PUNGGOL DR,,
2559,303C,PUNGGOL CTRL,,
2560,303A,PUNGGOL CTRL,,
2561,301B,PUNGGOL CTRL,,
2562,302B,PUNGGOL PL,,
2563,268B,PUNGGOL FIELD,,
2564,273D,PUNGGOL PL,,
2565,273B,PUNGGOL PL,,
2566,274D,PUNGGOL PL,,
2567,102D,PUNGGOL FIELD,,
2568,643,PUNGGOL CTRL,,
2569,175D,PUNGGOL FIELD,,
2570,199D,PUNGGOL FIELD,,
2571,176B,EDGEFIELD PLAINS,,
2572,130,EDGEDALE PLAINS,,
2573,128B,PUNGGOL FIELD WALK,,
2574,173A,PUNGGOL FIELD,,
2575,166A,PUNGGOL CTRL,,
2576,205A,PUNGGOL FIELD,,
2577,174B,EDGEDALE PLAINS,,
2578,199C,PUNGGOL FIELD,,
2579,197B,PUNGGOL FIELD,,
2580,102B,PUNGGOL FIELD,,
2581,104A,EDGEFIELD PLAINS,,
2582,637C,PUNGGOL DR,,
2583,202A,PUNGGOL FIELD,,
2584,171B,EDGEDALE PLAINS,,
2585,638A,PUNGGOL DR,,
2586,642D,PUNGGOL DR,,
2587,618B,PUNGGOL DR,,
2588,289C,PUNGGOL PL,,
2589,182,EDGEFIELD PLAINS,,
2590,184,EDGEFIELD PLAINS,,
2591,97,C'WEALTH CRES,,
2592,110,C'WEALTH CRES,,
2593,85,C'WEALTH CL,,
2594,164,STIRLING RD,,
2595,88,C'WEALTH CL,,
2596,168,STIRLING RD,,
2597,98,C'WEALTH CRES,,
2598,161,MEI LING ST,,
2599,162,MEI LING ST,,
2600,160,MEI LING ST,,
2601,6,HOLLAND CL,,
2602,12,HOLLAND AVE,,
2603,61B,STRATHMORE AVE,,
2604,26,GHIM MOH LINK,,
2605,18B,HOLLAND DR,,
2606,18A,HOLLAND DR,1.31105861060205,103.791886571185
2607,56,STIRLING RD,,
2608,55,STIRLING RD,,
2609,17,DOVER CRES,,
2610,5,DOVER CRES,,
2611,21,QUEEN'S CL,,
2612,20,QUEEN'S CL,,
2613,55,STRATHMORE AVE,,
2614,18D,HOLLAND DR,,
2615,30,HOLLAND CL,,
2616,91,TANGLIN HALT RD,,
2617,28A,DOVER CRES,,
2618,28,GHIM MOH LINK,,
2619,80,STRATHMORE AVE,,
2620,12,DOVER CL EAST,,
2621,81,STRATHMORE AVE,,
2622,147,MEI LING ST,,
2623,470,SEMBAWANG DR,,
2624,493,ADMIRALTY LINK,,
2625,487,ADMIRALTY LINK,,
2626,300,CANBERRA RD,,
2627,589C,MONTREAL DR,,
2628,331,SEMBAWANG CL,,
2629,356B,ADMIRALTY DR,,
2630,488,ADMIRALTY LINK,,
2631,501C,WELLINGTON CIRCLE,,
2632,466C,SEMBAWANG DR,,
2633,352B,CANBERRA RD,,
2634,483,ADMIRALTY LINK,,
2635,468D,ADMIRALTY DR,,
2636,466A,SEMBAWANG DR,,
2637,307,CANBERRA RD,,
2638,492,ADMIRALTY LINK,,
2639,422,CANBERRA RD,,
2640,341A,SEMBAWANG CL,,
2641,316,SEMBAWANG VISTA,,
2642,466B,SEMBAWANG DR,,
2643,588A,MONTREAL DR,,
2644,350A,CANBERRA RD,,
2645,354A,ADMIRALTY DR,,
2646,423,CANBERRA RD,,
2647,360C,ADMIRALTY DR,,
2648,415,SEMBAWANG DR,,
2649,351D,CANBERRA RD,,
2650,447A,JLN KAYU,,
2651,154,RIVERVALE CRES,,
2652,230,COMPASSVALE WALK,,
2653,194,RIVERVALE DR,,
2654,111,RIVERVALE WALK,,
2655,299A,COMPASSVALE ST,,
2656,186A,RIVERVALE DR,,
2657,202C,SENGKANG EAST RD,,
2658,207B,COMPASSVALE LANE,,
2659,129,RIVERVALE ST,1.38986875434293,103.902651026007
2660,322B,ANCHORVALE DR,,
2661,291D,COMPASSVALE ST,,
2662,404B,FERNVALE LANE,,
2663,151,RIVERVALE CRES,,
2664,319B,ANCHORVALE DR,,
2665,290A,COMPASSVALE CRES,,
2666,321C,ANCHORVALE DR,,
2667,301C,ANCHORVALE DR,,
2668,207D,COMPASSVALE LANE,,
2669,309C,ANCHORVALE RD,,
2670,150,RIVERVALE CRES,,
2671,123A,RIVERVALE DR,,
2672,236,COMPASSVALE WALK,,
2673,142,RIVERVALE CRES,,
2674,309D,ANCHORVALE RD,,
2675,211B,COMPASSVALE LANE,,
2676,209B,COMPASSVALE LANE,,
2677,208B,COMPASSVALE LANE,,
2678,213A,COMPASSVALE LANE,,
2679,267B,COMPASSVALE LINK,,
2680,443B,FERNVALE RD,,
2681,435C,FERNVALE RD,,
2682,436A,FERNVALE RD,1.39283366745998,103.876517997854
2683,438A,SENGKANG WEST AVE,,
2684,410C,FERNVALE RD,,
2685,269C,COMPASSVALE LINK,,
2686,268C,COMPASSVALE LINK,,
2687,265C,COMPASSVALE LINK,,
2688,264A,COMPASSVALE BOW,,
2689,271A,SENGKANG CTRL,,
2690,277B,COMPASSVALE LINK,,
2691,265B,COMPASSVALE LINK,,
2692,277C,COMPASSVALE LINK,,
2693,277D,COMPASSVALE LINK,1.38183345894478,103.893909396228
2694,305B,ANCHORVALE LINK,,
2695,405A,FERNVALE LANE,,
2696,186D,RIVERVALE DR,,
2697,296B,COMPASSVALE CRES,,
2698,157C,RIVERVALE CRES,,
2699,203A,COMPASSVALE RD,,
2700,123B,RIVERVALE DR,,
2701,251,COMPASSVALE ST,,
2702,183C,RIVERVALE CRES,,
2703,158B,RIVERVALE CRES,,
2704,298D,COMPASSVALE ST,,
2705,191A,RIVERVALE DR,,
2706,201B,COMPASSVALE DR,,
2707,248,COMPASSVALE RD,,
2708,313A,ANCHORVALE RD,,
2709,229,COMPASSVALE WALK,,
2710,109,RIVERVALE WALK,,
2711,317B,ANCHORVALE RD,,
2712,301D,ANCHORVALE DR,,
2713,115,RIVERVALE WALK,,
2714,325B,SENGKANG EAST WAY,,
2715,240,COMPASSVALE WALK,,
2716,258B,COMPASSVALE RD,,
2717,258A,COMPASSVALE RD,,
2718,250A,COMPASSVALE ST,,
2719,102,RIVERVALE WALK,,
2720,302C,ANCHORVALE LINK,,
2721,262C,COMPASSVALE ST,,
2722,226C,COMPASSVALE WALK,,
2723,302D,ANCHORVALE LINK,,
2724,152,SERANGOON NTH AVE 1,,
2725,147,SERANGOON NTH AVE 1,,
