,block,street_name,latitude,longitude
5290,49,KIM PONG RD,,
5291,59,TELOK BLANGAH HTS,,
5292,109A,DEPOT RD,,
5293,119D,KIM TIAN RD,,
5294,25B,JLN MEMBINA,,
5295,20,JLN MEMBINA,,
5296,8A,BOON TIONG RD,,
5297,113,DEPOT RD,,
5298,106A,DEPOT RD,,
5299,26,TELOK BLANGAH CRES,,
5300,84,TELOK BLANGAH HTS,,
5301,122,KIM TIAN RD,,
5302,25A,JLN MEMBINA,,
5303,63A,LENGKOK BAHRU,,
5304,4A,BOON TIONG RD,,
5305,105,GANGSA RD,,
5306,431,BT PANJANG RING RD,,
5307,524,JELAPANG RD,,
5308,274,BANGKIT RD,,
5309,520,JELAPANG RD,,
5310,441,FAJAR RD,,
5311,238,BT PANJANG RING RD,,
5312,615,BT PANJANG RING RD,,
5313,450,BT PANJANG RING RD,,
5314,602,SENJA RD,,
5315,633C,SENJA RD,,
5316,478,SEGAR RD,,
5317,439,FAJAR RD,,
5318,432,BT PANJANG RING RD,,
5319,474,SEGAR RD,,
5320,610,SENJA RD,,
5321,210,PETIR RD,,
5322,153,GANGSA RD,,
5323,467,SEGAR RD,,
5324,254,BANGKIT RD,,
5325,531,JELAPANG RD,,
5326,607,SENJA RD,,
5327,8,SELEGIE RD,,
5328,663,BUFFALO RD,,
5329,671B,KLANG LANE,,
5330,110,TECK WHYE LANE,,
5331,118,TECK WHYE LANE,,
5332,296D,CHOA CHU KANG AVE 2,,
5333,701,CHOA CHU KANG ST 53,,
5334,2,TECK WHYE AVE,,
5335,226,CHOA CHU KANG CTRL,,
5336,658,CHOA CHU KANG CRES,,
5337,686C,CHOA CHU KANG CRES,,
5338,439,CHOA CHU KANG AVE 4,,
5339,751,CHOA CHU KANG NTH 5,,
5340,569,CHOA CHU KANG ST 52,,
5341,568,CHOA CHU KANG ST 52,,
5342,463,CHOA CHU KANG AVE 4,,
5343,507,CHOA CHU KANG ST 51,,
5344,451,CHOA CHU KANG AVE 4,,
5345,484C,CHOA CHU KANG AVE 5,,
5346,297C,CHOA CHU KANG AVE 2,,
5347,155,JLN TECK WHYE,,
5348,7,TECK WHYE AVE,,
5349,526,CHOA CHU KANG ST 51,,
5350,108,TECK WHYE LANE,,
5351,235,CHOA CHU KANG CTRL,,
5352,109,TECK WHYE LANE,,
5353,203,CHOA CHU KANG AVE 1,,
5354,557,CHOA CHU KANG NTH 6,,
5355,436,CHOA CHU KANG AVE 4,,
5356,306,CLEMENTI AVE 4,,
5357,304,CLEMENTI AVE 4,,
5358,326,CLEMENTI AVE 5,,
5359,703,WEST COAST RD,,
5360,381,CLEMENTI AVE 5,,
5361,417,CLEMENTI AVE 1,,
5362,118,CLEMENTI ST 13,,
5363,111,CLEMENTI ST 13,,
5364,85,CIRCUIT RD,,
5365,20,EUNOS CRES,,
5366,329,UBI AVE 1,,
5367,9,EUNOS CRES,,
5368,32,EUNOS CRES,,
5369,47,JLN TIGA,,
5370,51,SIMS DR,,
5371,29,BALAM RD,,
5372,33,BALAM RD,,
5373,846,SIMS AVE,,
5374,132,GEYLANG EAST AVE 1,,
5375,341,HOUGANG AVE 7,,
5376,254,HOUGANG AVE 3,,
5377,909,HOUGANG ST 91,,
5378,418,HOUGANG AVE 8,,
5379,939,HOUGANG ST 92,,
5380,950,HOUGANG ST 91,,
5381,133,LOR AH SOO,,
5382,444,HOUGANG AVE 8,,
5383,565,HOUGANG ST 51,,
5384,137,LOR AH SOO,,
5385,439,HOUGANG AVE 8,,
5386,234,HOUGANG AVE 1,,
5387,973,HOUGANG ST 91,,
5388,945,HOUGANG ST 92,,
5389,533,HOUGANG AVE 6,,
5390,54,TEBAN GDNS RD,,
5391,102,JURONG EAST ST 13,,
5392,47,TEBAN GDNS RD,,
5393,275,TOH GUAN RD,,
5394,266,TOH GUAN RD,,
5395,404,PANDAN GDNS,,
5396,263,JURONG EAST ST 24,,
5397,413,PANDAN GDNS,,
5398,309,JURONG EAST ST 32,,
5399,106,JURONG EAST ST 13,,
5400,440,JURONG WEST AVE 1,,
5401,502,JURONG WEST AVE 1,,
5402,534,JURONG WEST ST 52,,
5403,495,JURONG WEST ST 41,,
5404,823,JURONG WEST ST 81,,
5405,921,JURONG WEST ST 92,,
5406,527,JURONG WEST ST 52,,
5407,557,JURONG WEST ST 42,,
5408,731,JURONG WEST ST 72,,
5409,152,YUNG HO RD,,
5410,457,JURONG WEST ST 41,,
5411,490,JURONG WEST AVE 1,,
5412,650C,JURONG WEST ST 61,,
5413,337B,TAH CHING RD,,
5414,661B,JURONG WEST ST 64,,
5415,988B,JURONG WEST ST 93,,
5416,622,JURONG WEST ST 61,,
5417,658D,JURONG WEST ST 65,,
5418,673B,JURONG WEST ST 65,,
5419,637,JURONG WEST ST 61,,
5420,625,JURONG WEST ST 61,,
5421,662A,JURONG WEST ST 64,,
5422,611,JURONG WEST ST 65,,
5423,860,JURONG WEST ST 81,,
5424,162,YUNG PING RD,,
5425,689,JURONG WEST CTRL 1,,
5426,77,LOR LIMAU,,
5427,45,BENDEMEER RD,,
5428,23,BENDEMEER RD,,
5429,463,CRAWFORD LANE,,
5430,6,ST. GEORGE'S LANE,,
5431,19,JLN TENTERAM,,
5432,44,OWEN RD,,
5433,48,BENDEMEER RD,,
5434,47,MARINE CRES,,
5435,67,MARINE DR,,
5436,76,MARINE DR,,
5437,254,PASIR RIS ST 21,,
5438,772,PASIR RIS ST 71,,
5439,450,PASIR RIS DR 6,,
5440,758,PASIR RIS ST 71,,
5441,485,PASIR RIS DR 4,,
5442,472,PASIR RIS DR 6,,
5443,415,PASIR RIS DR 6,,
5444,551,PASIR RIS ST 51,,
5445,708,PASIR RIS DR 10,,
5446,556,PASIR RIS ST 51,,
5447,160,PASIR RIS ST 13,,
5448,206,PASIR RIS ST 21,,
5449,136,PASIR RIS ST 11,,
5450,250,PASIR RIS ST 21,,
5451,717,PASIR RIS ST 72,,
5452,603,ELIAS RD,,
5453,457,PASIR RIS DR 4,,
5454,235,PASIR RIS ST 21,,
5455,585,PASIR RIS ST 53,,
5456,623B,PUNGGOL CTRL,,
5457,161A,PUNGGOL CTRL,,
5458,174C,EDGEDALE PLAINS,,
5459,167C,PUNGGOL EAST,,
5460,195A,PUNGGOL RD,,
5461,109A,EDGEDALE PLAINS,,
5462,172B,EDGEDALE PLAINS,,
5463,201B,PUNGGOL FIELD,,
5464,175B,PUNGGOL FIELD,,
5465,162A,PUNGGOL CTRL,,
5466,110A,PUNGGOL FIELD,,
5467,107D,EDGEFIELD PLAINS,,
5468,115,EDGEFIELD PLAINS,,
5469,93,C'WEALTH DR,,
5470,99,C'WEALTH CRES,,
5471,32,HOLLAND CL,,
5472,158,MEI LING ST,,
5473,42,HOLLAND DR,,
5474,62B,STRATHMORE AVE,,
5475,52,C'WEALTH DR,,
5476,48,STRATHMORE AVE,,
5477,22,DOVER CRES,,
5478,148,MEI LING ST,,
5479,405,ADMIRALTY LINK,,
5480,480,SEMBAWANG DR,,
5481,475,SEMBAWANG DR,,
5482,467A,ADMIRALTY DR,,
5483,466D,SEMBAWANG DR,,
5484,354C,ADMIRALTY DR,,
5485,359,ADMIRALTY DR,,
5486,328,SEMBAWANG CRES,,
5487,504C,CANBERRA LINK,,
5488,418,CANBERRA RD,,
5489,340A,SEMBAWANG CL,,
5490,305,CANBERRA RD,,
5491,354B,ADMIRALTY DR,,
5492,359B,ADMIRALTY DR,,
5493,447B,JLN KAYU,,
5494,247,COMPASSVALE RD,,
5495,204A,COMPASSVALE DR,,
5496,249,COMPASSVALE RD,,
5497,117A,RIVERVALE DR,,
5498,269D,COMPASSVALE LINK,,
5499,269B,COMPASSVALE LINK,,
5500,231,COMPASSVALE WALK,,
5501,145,RIVERVALE DR,,
5502,186B,RIVERVALE DR,,
5503,200D,SENGKANG EAST RD,,
5504,226B,COMPASSVALE WALK,,
5505,206B,COMPASSVALE LANE,,
5506,318B,ANCHORVALE LINK,,
5507,290C,COMPASSVALE CRES,,
5508,207C,COMPASSVALE LANE,,
5509,325C,SENGKANG EAST WAY,,
5510,291C,COMPASSVALE ST,,
5511,202B,SENGKANG EAST RD,,
5512,237,SERANGOON AVE 3,,
5513,151,SERANGOON NTH AVE 2,,
5514,541,SERANGOON NTH AVE 4,,
5515,509,SERANGOON NTH AVE 4,,
5516,229,SERANGOON AVE 4,,
5517,7,LOR LEW LIAN,,
5518,332,SERANGOON AVE 3,,
5519,534,SERANGOON NTH AVE 4,,
5520,121,SERANGOON NTH AVE 1,,
5521,256,SERANGOON CTRL DR,,
5522,506A,SERANGOON NTH AVE 4,,
5523,236A,SERANGOON AVE 2,,
5524,829,TAMPINES ST 81,,
5525,824,TAMPINES ST 81,,
5526,277,TAMPINES ST 22,,
5527,813,TAMPINES ST 81,,
5528,807,TAMPINES AVE 4,,
5529,231,TAMPINES ST 21,,
5530,250,TAMPINES ST 21,,
5531,340,TAMPINES ST 33,,
5532,351,TAMPINES ST 33,,
5533,345,TAMPINES ST 33,,
5534,834,TAMPINES ST 82,,
5535,138,SIMEI ST 1,,
5536,876,TAMPINES ST 84,,
5537,845,TAMPINES ST 83,,
5538,735,TAMPINES ST 72,,
5539,863A,TAMPINES ST 83,,
5540,450A,TAMPINES ST 42,,
5541,861A,TAMPINES AVE 5,,
5542,286,TAMPINES ST 22,,
5543,141,TAMPINES ST 12,,
5544,864,TAMPINES ST 83,,
5545,936,TAMPINES AVE 5,,
5546,162,SIMEI RD,,
5547,508,TAMPINES CTRL 1,,
5548,494C,TAMPINES ST 43,,
5549,496D,TAMPINES AVE 9,,
5550,230B,TAMPINES ST 24,,
5551,804,TAMPINES AVE 4,,
5552,381,TAMPINES ST 32,,
5553,842C,TAMPINES ST 82,,
5554,168D,SIMEI LANE,,
5555,739,TAMPINES ST 72,,
5556,498D,TAMPINES ST 45,,
5557,495E,TAMPINES ST 43,,
5558,230F,TAMPINES ST 24,,
5559,230G,TAMPINES ST 21,,
5560,331,TAMPINES ST 32,,
5561,245,TAMPINES ST 21,,
5562,147,SIMEI ST 2,,
5563,4,LOR 7 TOA PAYOH,,
5564,159,LOR 1 TOA PAYOH,,
5565,107,POTONG PASIR AVE 1,,
5566,138C,LOR 1A TOA PAYOH,,
5567,202,TOA PAYOH NTH,,
5568,175,LOR 2 TOA PAYOH,,
5569,84A,LOR 2 TOA PAYOH,,
5570,244,KIM KEAT LINK,,
5571,86,LOR 2 TOA PAYOH,,
5572,140,POTONG PASIR AVE 3,,
5573,139B,LOR 1A TOA PAYOH,,
5574,127,POTONG PASIR AVE 1,,
5575,16,MARSILING LANE,,
5576,149,WOODLANDS ST 13,,
5577,319,WOODLANDS ST 31,,
5578,27,MARSILING DR,,
5579,347,WOODLANDS AVE 3,,
5580,689A,WOODLANDS DR 75,,
5581,750,WOODLANDS AVE 4,,
5582,335,WOODLANDS ST 32,,
5583,150,WOODLANDS ST 13,,
5584,123,MARSILING RISE,,
5585,688E,WOODLANDS DR 75,,
5586,164,WOODLANDS ST 13,,
5587,870,WOODLANDS ST 81,,
5588,721,WOODLANDS CIRCLE,,
5589,874,WOODLANDS ST 82,,
5590,690B,WOODLANDS DR 75,,
5591,163,WOODLANDS ST 13,,
5592,684A,WOODLANDS DR 73,,
5593,718,WOODLANDS AVE 6,,
5594,37,MARSILING DR,,
5595,622,WOODLANDS DR 52,,
5596,349,WOODLANDS AVE 3,,
5597,763,WOODLANDS AVE 6,,
5598,545,WOODLANDS DR 16,,
5599,685C,WOODLANDS DR 73,,
5600,864,WOODLANDS ST 83,,
5601,625A,WOODLANDS DR 52,,
5602,788D,WOODLANDS CRES,,
5603,636,WOODLANDS RING RD,,
5604,356,WOODLANDS AVE 5,,
5605,805,WOODLANDS ST 81,,
5606,303,WOODLANDS ST 31,,
5607,820,WOODLANDS ST 82,,
5608,135,YISHUN ST 11,,
5609,115,YISHUN RING RD,,
5610,803,YISHUN RING RD,,
5611,283,YISHUN AVE 6,,
5612,136,YISHUN RING RD,,
5613,807,YISHUN RING RD,,
5614,173,YISHUN AVE 7,,
5615,715,YISHUN ST 71,,
5616,278,YISHUN ST 22,,
5617,790,YISHUN AVE 2,,
5618,755,YISHUN ST 72,,
5619,757,YISHUN ST 72,,
5620,247,YISHUN AVE 9,,
5621,280,YISHUN ST 22,,
5622,218,YISHUN ST 21,,
5623,810,YISHUN RING RD,,
5624,324,YISHUN CTRL,,
5625,611,YISHUN ST 61,,
5626,650,YISHUN AVE 4,,
5627,232,ANG MO KIO AVE 3,,
5628,587,ANG MO KIO AVE 3,,
5629,506,ANG MO KIO AVE 8,,
5630,421,ANG MO KIO AVE 10,,
5631,231,ANG MO KIO AVE 3,,
5632,226,ANG MO KIO AVE 1,,
5633,609,ANG MO KIO AVE 4,,
5634,307A,ANG MO KIO AVE 1,,
5635,401,ANG MO KIO AVE 10,,
5636,460,ANG MO KIO AVE 10,,
5637,102,BEDOK NTH AVE 4,,
5638,88,BEDOK NTH ST 4,,
5639,702,BEDOK RESERVOIR RD,,
5640,410,BEDOK NTH AVE 2,,
5641,704,BEDOK RESERVOIR RD,,
5642,213,BEDOK NTH ST 1,,
5643,61,CHAI CHEE RD,,
5644,123,BEDOK RESERVOIR RD,,
5645,63,NEW UPP CHANGI RD,,
5646,671,JLN DAMAI,,
5647,411,BEDOK NTH AVE 2,,
5648,762,BEDOK RESERVOIR VIEW,,
5649,159,BEDOK STH AVE 3,,
5650,25,CHAI CHEE RD,,
5651,115,LENGKONG TIGA,,
5652,53,CHAI CHEE ST,,
5653,774,BEDOK RESERVOIR VIEW,,
5654,172,BEDOK STH RD,,
5655,773,BEDOK RESERVOIR VIEW,,
5656,406,BEDOK NTH AVE 3,,
5657,54,NEW UPP CHANGI RD,,
5658,11,CHAI CHEE RD,,
5659,717,BEDOK RESERVOIR RD,,
5660,112,LENGKONG TIGA,,
5661,10D,BEDOK STH AVE 2,,
5662,25,SIN MING RD,,
5663,449,SIN MING AVE,,
5664,155,BISHAN ST 13,,
5665,248,BISHAN ST 22,,
5666,270,BISHAN ST 24,,
5667,269,BISHAN ST 24,,
5668,259,BISHAN ST 22,,
5669,232,BISHAN ST 22,,
5670,285,BISHAN ST 22,,
5671,212,BISHAN ST 23,,
5672,301,SHUNFU RD,,
5673,139,BT BATOK WEST AVE 6,,
5674,264,BT BATOK EAST AVE 4,,
5675,317,BT BATOK ST 32,,
5676,531,BT BATOK ST 51,,
5677,263,BT BATOK EAST AVE 4,,
5678,209,BT BATOK ST 21,,
5679,172,BT BATOK WEST AVE 8,,
5680,214,BT BATOK ST 21,,
5681,107,JLN BT MERAH,,
5682,132,JLN BT MERAH,,
5683,77,INDUS RD,,
5684,34,TELOK BLANGAH WAY,,
5685,56,TELOK BLANGAH HTS,,
5686,17A,TELOK BLANGAH CRES,,
5687,135,JLN BT MERAH,,
5688,83,REDHILL LANE,,
5689,27B,JLN MEMBINA,,
5690,139,JLN BT MERAH,,
5691,115,PENDING RD,,
5692,207,PETIR RD,,
5693,475,SEGAR RD,,
5694,148,GANGSA RD,,
5695,255,BANGKIT RD,,
5696,412,SAUJANA RD,,
5697,251,BANGKIT RD,,
5698,259,BT PANJANG RING RD,,
5699,252,BANGKIT RD,,
5700,530,JELAPANG RD,,
5701,540,JELAPANG RD,,
5702,442,FAJAR RD,,
5703,451,FAJAR RD,,
5704,614,SENJA RD,,
5705,146,GANGSA RD,,
5706,480,SEGAR RD,,
5707,535,BT PANJANG RING RD,,
5708,426,FAJAR RD,,
5709,655,SENJA RD,,
5710,9,SELEGIE RD,,
5711,263,WATERLOO ST,,
5712,671A,KLANG LANE,,
5713,639,ROWELL RD,,
5714,535,CHOA CHU KANG ST 51,,
5715,288,CHOA CHU KANG AVE 3,,
5716,464,CHOA CHU KANG AVE 4,,
5717,675,CHOA CHU KANG CRES,,
5718,205,CHOA CHU KANG CTRL,,
5719,58,CIRCUIT RD,,
5720,469,CHOA CHU KANG AVE 3,,
5721,761,CHOA CHU KANG NTH 5,,
5722,762,CHOA CHU KANG NTH 5,,
5723,769,CHOA CHU KANG ST 54,,
5724,431,CHOA CHU KANG AVE 4,,
5725,610,CHOA CHU KANG ST 62,,
5726,616,CHOA CHU KANG ST 62,,
5727,14,TECK WHYE LANE,,
5728,485D,CHOA CHU KANG AVE 5,,
5729,354,CHOA CHU KANG CTRL,,
5730,503,CHOA CHU KANG ST 51,,
5731,671A,CHOA CHU KANG CRES,,
5732,417,CHOA CHU KANG AVE 4,,
5733,560,CHOA CHU KANG NTH 6,,
5734,292,CHOA CHU KANG AVE 3,,
5735,367,CLEMENTI AVE 2,,
5736,429,CLEMENTI AVE 3,,
5737,318,CLEMENTI AVE 4,,
5738,201,CLEMENTI AVE 6,,
5739,32,BALAM RD,,
5740,17,EUNOS CRES,,
5741,54,CASSIA CRES,,
5742,42,CASSIA CRES,,
5743,35,CIRCUIT RD,,
5744,346,UBI AVE 1,,
5745,327,UBI AVE 1,,
5746,44,SIMS DR,,
5747,323,UBI AVE 1,,
5748,31,BALAM RD,,
5749,105,ALJUNIED CRES,,
5750,126,GEYLANG EAST AVE 1,,
5751,322,UBI AVE 1,,
5752,126,ALJUNIED RD,,
5753,6,HAIG RD,,
5754,62,DAKOTA CRES,,
5755,334,UBI AVE 1,,
5756,632,HOUGANG AVE 8,,
5757,7,HOUGANG AVE 3,,
5758,658,HOUGANG AVE 8,,
5759,23,HOUGANG AVE 3,,
5760,689,HOUGANG ST 61,,
5761,662,HOUGANG AVE 4,,
5762,627,HOUGANG AVE 8,,
5763,636,HOUGANG AVE 8,,
5764,970,HOUGANG ST 91,,
5765,510,HOUGANG AVE 10,,
5766,981B,BUANGKOK CRES,,
5767,516,HOUGANG AVE 10,,
5768,18,HOUGANG AVE 3,,
5769,540,HOUGANG AVE 8,,
5770,831,HOUGANG CTRL,,
5771,453,HOUGANG AVE 10,,
5772,170,HOUGANG AVE 1,,
5773,405,HOUGANG AVE 10,,
5774,370,HOUGANG ST 31,,
5775,320,HOUGANG AVE 5,,
5776,985B,BUANGKOK CRES,,
5777,913,HOUGANG ST 91,,
5778,979B,BUANGKOK CRES,,
5779,964,HOUGANG AVE 9,,
5780,576,HOUGANG AVE 4,,
5781,521,HOUGANG AVE 6,,
5782,129,LOR AH SOO,,
5783,122,HOUGANG AVE 1,,
5784,312,HOUGANG AVE 5,,
5785,853,HOUGANG CTRL,,
5786,215A,JURONG EAST ST 21,,
5787,208,JURONG EAST ST 21,,
5788,20,TEBAN GDNS RD,,
5789,340,JURONG EAST AVE 1,,
5790,288D,JURONG EAST ST 21,,
5791,286D,TOH GUAN RD,,
5792,327,JURONG EAST ST 31,,
5793,323,JURONG EAST ST 31,,
5794,287B,JURONG EAST ST 21,,
5795,114,HO CHING RD,,
5796,473,JURONG WEST ST 41,,
5797,536,JURONG WEST ST 52,,
5798,414,JURONG WEST ST 42,,
5799,944,JURONG WEST ST 91,,
5800,922,JURONG WEST ST 92,,
5801,717,JURONG WEST ST 71,,
5802,923,JURONG WEST ST 92,,
5803,977,JURONG WEST ST 93,,
5804,554,JURONG WEST ST 42,,
5805,465,JURONG WEST ST 41,,
5806,546,JURONG WEST ST 42,,
5807,642,JURONG WEST ST 61,,
5808,350,CORPORATION DR,,
5809,691,JURONG WEST CTRL 1,,
5810,913,JURONG WEST ST 91,,
5811,272B,JURONG WEST ST 24,,
5812,849,JURONG WEST ST 81,,
5813,675A,JURONG WEST ST 64,,
5814,667C,JURONG WEST ST 65,,
5815,986A,JURONG WEST ST 93,,
5816,987B,JURONG WEST ST 93,,
5817,989A,JURONG WEST ST 93,,
5818,529,JURONG WEST ST 52,,
5819,682B,JURONG WEST CTRL 1,,
5820,405,JURONG WEST ST 42,,
5821,859,JURONG WEST ST 81,,
5822,331,TAH CHING RD,,
5823,669D,JURONG WEST ST 64,,
5824,334,KANG CHING RD,,
5825,82,WHAMPOA DR,,
5826,97,WHAMPOA DR,,
5827,2,ST. GEORGE'S RD,,
5828,14,ST. GEORGE'S RD,,
5829,38B,BENDEMEER RD,,
5830,467,NTH BRIDGE RD,,
5831,806,KING GEORGE'S AVE,,
5832,26,BENDEMEER RD,,
5833,28,BENDEMEER RD,,
5834,23,ST. GEORGE'S RD,,
5835,15,UPP BOON KENG RD,,
5836,15,FARRER PK RD,,
5837,114,WHAMPOA RD,,
5838,38,CAMBRIDGE RD,,
5839,101,AH HOOD RD,,
5840,106,JLN RAJAH,,
5841,6,MARINE TER,,
5842,14,MARINE TER,,
5843,150,PASIR RIS ST 13,,
5844,446,PASIR RIS DR 6,,
5845,762,PASIR RIS ST 71,,
5846,749,PASIR RIS ST 71,,
5847,451,PASIR RIS DR 6,,
5848,214,PASIR RIS ST 21,,
5849,569,PASIR RIS ST 51,,
5850,193,PASIR RIS ST 12,,
5851,143,PASIR RIS ST 11,,
5852,145,PASIR RIS ST 11,,
5853,776,PASIR RIS ST 71,,
5854,275,PASIR RIS ST 21,,
5855,272,PASIR RIS ST 21,,
5856,740,PASIR RIS ST 71,,
5857,244,PASIR RIS ST 21,,
5858,463,PASIR RIS ST 41,,
5859,601,ELIAS RD,,
5860,128,PASIR RIS ST 11,,
5861,537,PASIR RIS ST 51,,
5862,459,PASIR RIS DR 4,,
5863,466,PASIR RIS ST 41,,
5864,586,PASIR RIS ST 53,,
5865,635B,PUNGGOL DR,,
5866,110C,PUNGGOL FIELD,,
5867,195C,PUNGGOL RD,,
5868,168A,PUNGGOL EAST,,
5869,169B,PUNGGOL FIELD,,
5870,168C,PUNGGOL FIELD,,
5871,168D,PUNGGOL FIELD,,
5872,106D,PUNGGOL FIELD,,
5873,128C,PUNGGOL FIELD WALK,,
5874,107B,EDGEFIELD PLAINS,,
5875,202B,PUNGGOL FIELD,,
5876,642B,PUNGGOL DR,,
5877,271B,PUNGGOL WALK,,
5878,87,C'WEALTH CL,,
5879,21,DOVER CRES,,
5880,19,DOVER CRES,,
5881,5,HOLLAND CL,,
5882,19,QUEEN'S CL,,
5883,129,CLARENCE LANE,,
5884,82,STRATHMORE AVE,,
5885,589D,MONTREAL DR,,
5886,302,CANBERRA RD,,
5887,436D,FERNVALE RD,,
5888,406B,FERNVALE RD,,
5889,264C,COMPASSVALE BOW,,
5890,187B,RIVERVALE DR,,
5891,309A,ANCHORVALE RD,,
5892,124,RIVERVALE DR,,
5893,246,COMPASSVALE RD,,
5894,253,COMPASSVALE ST,,
5895,311B,ANCHORVALE LANE,,
5896,134,RIVERVALE ST,,
5897,254,COMPASSVALE RD,,
5898,291B,COMPASSVALE ST,,
5899,116A,RIVERVALE DR,,
5900,403A,FERNVALE LANE,,
5901,259C,COMPASSVALE RD,,
5902,204B,COMPASSVALE DR,,
5903,103,RIVERVALE WALK,,
5904,147,RIVERVALE CRES,,
5905,136,RIVERVALE ST,,
5906,106,SERANGOON NTH AVE 1,,
5907,535A,SERANGOON NTH AVE 4,,
5908,546,SERANGOON NTH AVE 3,,
5909,245,SERANGOON AVE 2,,
5910,6,LOR LEW LIAN,,
5911,414,SERANGOON CTRL,,
5912,427,SERANGOON CTRL,,
5913,523,SERANGOON NTH AVE 4,,
5914,213,SERANGOON AVE 4,,
5915,333,SERANGOON AVE 3,,
5916,138,SERANGOON NTH AVE 2,,
5917,223,TAMPINES ST 24,,
5918,407,TAMPINES ST 41,,
5919,291,TAMPINES ST 22,,
5920,446,TAMPINES ST 42,,
5921,451,TAMPINES ST 42,,
5922,319,TAMPINES ST 33,,
5923,856,TAMPINES ST 82,,
5924,867,TAMPINES ST 83,,
5925,708,TAMPINES ST 71,,
5926,927,TAMPINES ST 91,,
5927,498A,TAMPINES ST 45,,
5928,705,TAMPINES ST 71,,
5929,909,TAMPINES AVE 4,,
5930,902,TAMPINES AVE 4,,
5931,278,TAMPINES ST 22,,
5932,294,TAMPINES ST 22,,
5933,154,SIMEI ST 1,,
5934,289,TAMPINES ST 22,,
5935,449,TAMPINES ST 42,,
5936,926,TAMPINES ST 91,,
5937,498H,TAMPINES ST 45,,
5938,373,TAMPINES ST 34,,
5939,127,TAMPINES ST 11,,
5940,497A,TAMPINES ST 45,,
5941,394,TAMPINES AVE 7,,
5942,230C,TAMPINES ST 24,,
5943,727,TAMPINES ST 71,,
5944,145,SIMEI ST 2,,
5945,518C,TAMPINES CTRL 7,,
5946,148,TAMPINES AVE 5,,
5947,889,TAMPINES ST 81,,
5948,431,TAMPINES ST 41,,
5949,310,TAMPINES ST 32,,
5950,893,TAMPINES AVE 8,,
5951,863,TAMPINES ST 83,,
5952,94,LOR 4 TOA PAYOH,,
5953,4,UPP ALJUNIED LANE,,
5954,2,UPP ALJUNIED LANE,,
5955,231,LOR 8 TOA PAYOH,,
5956,126,LOR 1 TOA PAYOH,,
5957,174,LOR 1 TOA PAYOH,,
5958,249,KIM KEAT LINK,,
5959,250,KIM KEAT LINK,,
5960,82,LOR 4 TOA PAYOH,,
5961,138,POTONG PASIR AVE 3,,
5962,84,LOR 2 TOA PAYOH,,
5963,80A,LOR 4 TOA PAYOH,,
5964,217,LOR 8 TOA PAYOH,,
5965,215,LOR 8 TOA PAYOH,,
5966,216,LOR 8 TOA PAYOH,,
5967,50,LOR 5 TOA PAYOH,,
5968,172,LOR 1 TOA PAYOH,,
5969,151,WOODLANDS ST 13,,
5970,570A,WOODLANDS AVE 1,,
5971,570B,WOODLANDS AVE 1,,
5972,748,WOODLANDS CIRCLE,,
5973,756,WOODLANDS AVE 4,,
5974,645,WOODLANDS RING RD,,
5975,664,WOODLANDS RING RD,,
5976,630,WOODLANDS RING RD,,
5977,736,WOODLANDS CIRCLE,,
5978,602,WOODLANDS DR 42,,
5979,344,WOODLANDS ST 32,,
5980,896B,WOODLANDS DR 50,,
5981,682D,WOODLANDS DR 73,,
5982,679,WOODLANDS AVE 6,,
5983,517,WOODLANDS DR 14,,
5984,681B,WOODLANDS DR 62,,
5985,410,WOODLANDS ST 41,,
5986,746,WOODLANDS CIRCLE,,
5987,897A,WOODLANDS DR 50,,
5988,417,WOODLANDS ST 41,,
5989,683A,WOODLANDS DR 62,,
5990,762,WOODLANDS AVE 6,,
5991,770,WOODLANDS DR 60,,
5992,747,WOODLANDS CIRCLE,,
5993,301,WOODLANDS ST 31,1.4315052703273,103.773515659097
5994,891B,WOODLANDS DR 50,,
5995,868,WOODLANDS ST 83,,
5996,646,WOODLANDS RING RD,,
5997,341,WOODLANDS AVE 1,,
5998,848,WOODLANDS ST 82,,
5999,342,WOODLANDS AVE 1,,
6000,803,WOODLANDS ST 81,,
6001,832,WOODLANDS ST 83,,
6002,705,YISHUN AVE 5,,
6003,353,YISHUN RING RD,,
6004,274,YISHUN ST 22,,
6005,708,YISHUN AVE 5,,
6006,141,YISHUN RING RD,,
6007,112,YISHUN RING RD,,
6008,227,YISHUN ST 21,,
6009,128,YISHUN ST 11,,
6010,744,YISHUN ST 72,,
6011,739,YISHUN AVE 5,,
6012,224,YISHUN ST 21,,
6013,211,YISHUN ST 21,,
6014,327,YISHUN RING RD,,
6015,284,YISHUN AVE 6,,
6016,286,YISHUN AVE 6,,
6017,244,YISHUN RING RD,,
6018,870,YISHUN ST 81,,
6019,350,YISHUN AVE 11,,
6020,788,YISHUN AVE 2,,
6021,448,YISHUN RING RD,,
6022,749,YISHUN ST 72,,
6023,844,YISHUN ST 81,,
6024,413,YISHUN RING RD,,
6025,223,YISHUN ST 21,,
6026,298,YISHUN ST 20,,
6027,854,YISHUN RING RD,,
6028,299,YISHUN ST 20,,
6029,851,YISHUN ST 81,,
6030,795,YISHUN RING RD,,
6031,359,YISHUN RING RD,,
6032,606,YISHUN ST 61,,
6033,723,YISHUN ST 71,,
6034,664,YISHUN AVE 4,,
6035,474,ANG MO KIO AVE 10,,
6036,550,ANG MO KIO AVE 10,,
